Resume,Interests,Skills,Masters,UG_Specialization,Career_Path
Financial Analysis;Teaching;Technology;Trading;Data analytics;Home interior design;Data scientist Active Listening;Programming Language skills;Critical Thinking;Artistic/Creative Skills;Analytical Skills;People management;Communication skills;Negotiation skills;Leadership;Problem Solving skills;Risk management skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );R;Python;Artificial Intelligence;SQL;Good communication skills Electronics and Communication Engineering  Google data analytics certificate,Financial Analysis;Teaching;Technology;Trading;Data analytics;Home interior design;Data scientist,Active Listening;Programming Language skills;Critical Thinking;Artistic/Creative Skills;Analytical Skills;People management;Communication skills;Negotiation skills;Leadership;Problem Solving skills;Risk management skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );R;Python;Artificial Intelligence;SQL;Good communication skills,,Electronics and Communication Engineering,Data Scientist
"Technology,Data analytics,Machine Learning,Cloud computing,Cyber Security Web Application Security;Vulnerability Assessment;OWASP;Penetration Testing;Shell Scripting;Python (Programming Language);Ethical Hacking;Web Application Security Assessment;Application Security Computer Science Engineering Cyber Security Engineer Certified Ethical Hacker (CEH);CyberArk Privileged Access Security;Security Certified Network Specialist (SCNS)","Technology,Data analytics,Machine Learning,Cloud computing,Cyber Security",Web Application Security;Vulnerability Assessment;OWASP;Penetration Testing;Shell Scripting;Python (Programming Language);Ethical Hacking;Web Application Security Assessment;Application Security,,Computer Science Engineering,Cybersecurity Analyst
"Technology;Industires;Design Proeficiency in Software like STAAD PRO, ETABS Electrical and Electronics Engineering Maintenance Engineer-Electrical Autocad-Electrical",Technology;Industires;Design,"Proeficiency in Software like STAAD PRO, ETABS",,Electrical and Electronics Engineering,Electrical Engineer
Teaching;Game industry;All fields related to Data science. Programming Language skills;Machine Learning skills;Python;SQL Computer Science   iOS course MCA,Teaching;Game industry;All fields related to Data science.,Programming Language skills;Machine Learning skills;Python;SQL,MCA,Computer Science ,Data Scientist
"Sales/Marketing, Take risk for Profits Active Listening, Artistic skills, Communication Skills, Work under Pressure, Editing, Product Knowledge, Creativity Skills, Market Study, Team work, Excel, Sales Chemistry Medical Practitioner Chse  Masters in Business Analytics","Sales/Marketing, Take risk for Profits","Active Listening, Artistic skills, Communication Skills, Work under Pressure, Editing, Product Knowledge, Creativity Skills, Market Study, Team work, Excel, Sales",Masters in Business Analytics,Chemistry,Sales & Marketing Executive
Research;Technology;Data analytics Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Business Knowledge;Analytical Skills;Finance related skills;People management;Communication skills;Mass Communication;Leadership;Product knowledge;Problem Solving skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Interpersonal skills;Wealth Management;Presentation Skills;Linux;Python;Artificial Intelligence;SQL;Java;Cloud Computing Computer Science Engineering Associate Data Scientist Python Programming,Research;Technology;Data analytics,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Business Knowledge;Analytical Skills;Finance related skills;People management;Communication skills;Mass Communication;Leadership;Product knowledge;Problem Solving skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Interpersonal skills;Wealth Management;Presentation Skills;Linux;Python;Artificial Intelligence;SQL;Java;Cloud Computing,,Computer Science Engineering,Data Scientist
Social Justice;Social causes Civil & Criminal Law Law Law Intern criminology,Social Justice;Social causes,Civil & Criminal Law,,Law,Lawyer / Legal Associate
Technology;Data analytics;Data scientist;All fields related to Data science. Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;C++;Artificial Intelligence;SQL Computer Science Engineering Data Analyst  Python Data Structures,Technology;Data analytics;Data scientist;All fields related to Data science.,Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;C++;Artificial Intelligence;SQL,,Computer Science Engineering,Data Scientist
Financial Analysis;Research;Technology;Trading;Supply Chain Analysis;Web Designing;Data analytics;Data scientist Programming Language skills;Critical Thinking;Machine Learning skills;Python Mechanical engineering   No,Financial Analysis;Research;Technology;Trading;Supply Chain Analysis;Web Designing;Data analytics;Data scientist,Programming Language skills;Critical Thinking;Machine Learning skills;Python,,Mechanical engineering ,Data Scientist
"Financial Analysis, Research, Technology, Trading AI, ML, Python, Analytic Thinking, Business Knowledge, Java, SQL, Oracle, Programming, People Management, C++, R Computer Science Engineering Student (Unemployed) Data science program","Financial Analysis, Research, Technology, Trading","AI, ML, Python, Analytic Thinking, Business Knowledge, Java, SQL, Oracle, Programming, People Management, C++, R",,Computer Science Engineering,Data Scientist
"Entrepreneurship Active Listening, Python, Critical Thinking, Analytic Thinking, Java, SQL, Oracle, Programming, People Management, Leadership, Team work, Logical Skills, Interpersonal Skills, C++, Problem Solving skills, Writing, Building Rapport, Subject Knowledge Information Technology Java Developer No",Entrepreneurship,"Active Listening, Python, Critical Thinking, Analytic Thinking, Java, SQL, Oracle, Programming, People Management, Leadership, Team work, Logical Skills, Interpersonal Skills, C++, Problem Solving skills, Writing, Building Rapport, Subject Knowledge",,Information Technology,Management Professional
Technology;Web Designing;Data analytics;Game industry;Data scientist;Web development Active Listening;Hardware skills;Programming Language skills;Gathering Information;Communication skills;Negotiation skills;Leadership;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Interpersonal skills;C++;Presentation Skills;R;Python;Artificial Intelligence;SQL;Java;Architecture;Good communication skills Computer Science Engineering   No,Technology;Web Designing;Data analytics;Game industry;Data scientist;Web development,Active Listening;Hardware skills;Programming Language skills;Gathering Information;Communication skills;Negotiation skills;Leadership;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Interpersonal skills;C++;Presentation Skills;R;Python;Artificial Intelligence;SQL;Java;Architecture;Good communication skills,,Computer Science Engineering ,Data Scientist
"Research, Technology, Entrepreneurship Java, Programming, Creativity Skills, Team work, Excel, Linux Computer Science Engineering Computer Software Engineer No","Research, Technology, Entrepreneurship","Java, Programming, Creativity Skills, Team work, Excel, Linux",,Computer Science Engineering,Software Developer
"Technology,Teaching Active Listening, Programming, Work under Pressure, Teamwork,Excel, Interpersonal Skills, Presentation skills, Reading Computer Science Engineering Teaching No M.Tech","Technology,Teaching","Active Listening, Programming, Work under Pressure, Teamwork,Excel, Interpersonal Skills, Presentation skills, Reading",M.Tech,Computer Science Engineering,Academic / Teacher
Govt. Job Hospitality Political science Security officer  Aviation security courses,Govt. Job,Hospitality,,Political science,Cybersecurity Analyst
Sales/Marketing Business Knowledge;Analytical Skills;Finance related skills;Communication skills;Negotiation skills;Product knowledge;Problem Solving skills;Risk management skills;Client management Mar Business Trainee Microsoft office  PGDM,Sales/Marketing,Business Knowledge;Analytical Skills;Finance related skills;Communication skills;Negotiation skills;Product knowledge;Problem Solving skills;Risk management skills;Client management,PGDM,Mar,Product Manager
"Teaching Active Listening, Work under Pressure,Teamwork,Interpersonal Skills, Presentation skills, Reading Civil Engineering Teaching No M.Tech",Teaching,"Active Listening, Work under Pressure,Teamwork,Interpersonal Skills, Presentation skills, Reading",M.Tech,Civil Engineering,Academic / Teacher
"Technology,Teaching Active Listening, Programming, Work under Pressure, Teamwork,Excel, Interpersonal Skills, Presentation skills, Reading Electronics and Communication Engineering Python Developer Python Training Masters in Business Analytics","Technology,Teaching","Active Listening, Programming, Work under Pressure, Teamwork,Excel, Interpersonal Skills, Presentation skills, Reading",Masters in Business Analytics,Electronics and Communication Engineering,Data Scientist
Research;Sales/Marketing;Supply Chain Analysis Critical Thinking;Artistic/Creative Skills;Analytical Skills;Communication skills;Problem Solving skills;SQL Marketing  Operations specialist  Catia Master in business management,Research;Sales/Marketing;Supply Chain Analysis,Critical Thinking;Artistic/Creative Skills;Analytical Skills;Communication skills;Problem Solving skills;SQL,Master in business management ,Marketing ,Sales & Marketing Executive
Human Resource  Negotiation skills;HR Human Resource Talent Acquisition Executive Human Resources Information Systems (HRIS),Human Resource ,Negotiation skills;HR,,Human Resource,HR Executive
Financial Analysis Active Listening;Artistic/Creative Skills;Communication skills;Mass Communication;Problem Solving skills Accountancy Management trainee  No Marketing and Finance,Financial Analysis,Active Listening;Artistic/Creative Skills;Communication skills;Mass Communication;Problem Solving skills,Marketing and Finance ,Accountancy,Sales & Marketing Executive
Content Writing;Market reserach Business Knowledge;Finance related skills;People management;Communication skills;Negotiation skills;Problem Solving skills;Sales;Presentation Skills Human Resource Human Resources Assistant No,Content Writing;Market reserach,Business Knowledge;Finance related skills;People management;Communication skills;Negotiation skills;Problem Solving skills;Sales;Presentation Skills,,Human Resource,Content Writer
